Object,Filter,MJD,Flux,Error,Tel,Obs
MR_2251-178,V,59092.064671, 4.237, 0.018,1m012,cpt
MR_2251-178,V,59092.064671, 4.245, 0.018,1m012,cpt
MR_2251-178,V,59096.084617, 4.192, 0.027,1m013,cpt
MR_2251-178,V,59096.084617, 4.194, 0.027,1m013,cpt
MR_2251-178,V,59096.086315, 4.235, 0.027,1m013,cpt
MR_2251-178,V,59096.086315, 4.231, 0.027,1m013,cpt
MR_2251-178,V,59096.266871, 4.247, 0.016,1m006,elp
MR_2251-178,V,59096.266871, 4.245, 0.016,1m006,elp
MR_2251-178,V,59096.268588, 4.269, 0.016,1m006,elp
MR_2251-178,V,59096.268588, 4.271, 0.016,1m006,elp
MR_2251-178,V,59106.710560, 4.253, 0.008,1m003,coj
MR_2251-178,V,59106.710560, 4.243, 0.008,1m003,coj
MR_2251-178,V,59106.712259, 4.260, 0.008,1m003,coj
MR_2251-178,V,59106.712259, 4.257, 0.008,1m003,coj
MR_2251-178,V,59107.054565, 4.268, 0.010,1m013,cpt
MR_2251-178,V,59107.054565, 4.268, 0.010,1m013,cpt
MR_2251-178,V,59107.056257, 4.268, 0.011,1m013,cpt
MR_2251-178,V,59107.056257, 4.257, 0.010,1m013,cpt
MR_2251-178,V,59107.693914, 4.209, 0.008,1m003,coj
MR_2251-178,V,59107.693914, 4.204, 0.008,1m003,coj
MR_2251-178,V,59107.695619, 4.205, 0.008,1m003,coj
MR_2251-178,V,59107.695619, 4.204, 0.008,1m003,coj
MR_2251-178,V,59114.788878, 4.319, 0.010,1m013,cpt
MR_2251-178,V,59114.788878, 4.317, 0.010,1m013,cpt
MR_2251-178,V,59114.790582, 4.307, 0.010,1m013,cpt
MR_2251-178,V,59114.790582, 4.303, 0.010,1m013,cpt
MR_2251-178,V,59119.656850, 4.174, 0.018,1m011,coj
MR_2251-178,V,59119.656850, 4.175, 0.018,1m011,coj
MR_2251-178,V,59119.658552, 4.153, 0.020,1m011,coj
MR_2251-178,V,59119.658552, 4.159, 0.020,1m011,coj
MR_2251-178,V,59124.449163, 4.243, 0.018,1m003,coj
MR_2251-178,V,59124.449163, 4.241, 0.018,1m003,coj
MR_2251-178,V,59124.450867, 4.282, 0.018,1m003,coj
MR_2251-178,V,59124.450867, 4.286, 0.018,1m003,coj
MR_2251-178,V,59131.193747, 4.355, 0.008,1m006,elp
MR_2251-178,V,59131.193747, 4.353, 0.008,1m006,elp
MR_2251-178,V,59131.195444, 4.377, 0.008,1m006,elp
MR_2251-178,V,59131.195444, 4.378, 0.008,1m006,elp
MR_2251-178,V,59136.966310, 4.344, 0.010,1m012,cpt
MR_2251-178,V,59136.966310, 4.346, 0.010,1m012,cpt
MR_2251-178,V,59136.968009, 4.364, 0.010,1m012,cpt
MR_2251-178,V,59136.968009, 4.362, 0.010,1m012,cpt
MR_2251-178,V,59141.565688, 4.283, 0.008,1m003,coj
MR_2251-178,V,59141.565688, 4.287, 0.008,1m003,coj
MR_2251-178,V,59141.567383, 4.281, 0.008,1m003,coj
MR_2251-178,V,59141.567383, 4.287, 0.008,1m003,coj
MR_2251-178,V,59143.772931, 4.267, 0.010,1m013,cpt
MR_2251-178,V,59143.772931, 4.268, 0.010,1m013,cpt
MR_2251-178,V,59143.774623, 4.290, 0.010,1m013,cpt
MR_2251-178,V,59143.774623, 4.296, 0.010,1m013,cpt
MR_2251-178,V,59151.417860, 4.217, 0.014,1m003,coj
MR_2251-178,V,59151.417860, 4.215, 0.014,1m003,coj
MR_2251-178,V,59151.419566, 4.207, 0.013,1m003,coj
MR_2251-178,V,59151.419566, 4.209, 0.013,1m003,coj
MR_2251-178,V,59156.140094, 4.264, 0.010,1m005,lsc
MR_2251-178,V,59156.140094, 4.267, 0.010,1m005,lsc
MR_2251-178,V,59156.141784, 4.259, 0.010,1m005,lsc
MR_2251-178,V,59156.141784, 4.264, 0.010,1m005,lsc
MR_2251-178,V,59162.812336, 4.156, 0.009,1m010,cpt
MR_2251-178,V,59162.812336, 4.151, 0.009,1m010,cpt
MR_2251-178,V,59162.814028, 4.170, 0.009,1m010,cpt
MR_2251-178,V,59162.814028, 4.166, 0.009,1m010,cpt
MR_2251-178,V,59167.473242, 4.218, 0.008,1m011,coj
MR_2251-178,V,59167.473242, 4.220, 0.008,1m011,coj
MR_2251-178,V,59167.474942, 4.234, 0.008,1m011,coj
MR_2251-178,V,59167.474942, 4.234, 0.008,1m011,coj
MR_2251-178,V,59172.022040, 4.140, 0.009,1m004,lsc
MR_2251-178,V,59172.022040, 4.138, 0.009,1m004,lsc
MR_2251-178,V,59172.023732, 4.175, 0.009,1m004,lsc
MR_2251-178,V,59172.023732, 4.177, 0.009,1m004,lsc
MR_2251-178,V,59177.494901, 4.035, 0.047,1m003,coj
MR_2251-178,V,59177.494901, 4.036, 0.047,1m003,coj
MR_2251-178,V,59177.496601, 4.140, 0.056,1m003,coj
MR_2251-178,V,59177.496601, 4.135, 0.056,1m003,coj
MR_2251-178,V,59182.114369, 4.182, 0.013,1m006,elp
MR_2251-178,V,59182.114369, 4.189, 0.013,1m006,elp
MR_2251-178,V,59182.116071, 4.191, 0.013,1m006,elp
MR_2251-178,V,59182.116071, 4.186, 0.013,1m006,elp
MR_2251-178,V,59186.819038, 4.112, 0.010,1m010,cpt
MR_2251-178,V,59186.819038, 4.110, 0.010,1m010,cpt
MR_2251-178,V,59186.820728, 4.127, 0.010,1m010,cpt
MR_2251-178,V,59186.820728, 4.137, 0.010,1m010,cpt
MR_2251-178,V,59192.456022, 4.040, 0.008,1m003,coj
MR_2251-178,V,59192.456022, 4.043, 0.008,1m003,coj
MR_2251-178,V,59192.457737, 4.036, 0.008,1m003,coj
MR_2251-178,V,59192.457737, 4.040, 0.008,1m003,coj
MR_2251-178,V,59196.783774, 3.980, 0.011,1m012,cpt
MR_2251-178,V,59196.783774, 3.976, 0.011,1m012,cpt
MR_2251-178,V,59196.785457, 3.970, 0.011,1m012,cpt
MR_2251-178,V,59196.785457, 3.973, 0.011,1m012,cpt
MR_2251-178,V,59197.032847, 3.955, 0.010,1m004,lsc
MR_2251-178,V,59197.032847, 3.963, 0.010,1m004,lsc
MR_2251-178,V,59197.034528, 3.942, 0.009,1m004,lsc
MR_2251-178,V,59197.034528, 3.941, 0.009,1m004,lsc
MR_2251-178,V,59205.036235, 3.920, 0.013,1m004,lsc
MR_2251-178,V,59205.036235, 3.917, 0.013,1m004,lsc
MR_2251-178,V,59205.037920, 3.888, 0.013,1m004,lsc
MR_2251-178,V,59205.037920, 3.885, 0.013,1m004,lsc
MR_2251-178,V,59336.136518, 4.463, 0.016,1m010,cpt
MR_2251-178,V,59336.136518, 4.457, 0.016,1m010,cpt
MR_2251-178,V,59336.138217, 4.451, 0.016,1m010,cpt
MR_2251-178,V,59336.138217, 4.449, 0.016,1m010,cpt
MR_2251-178,V,59343.106843, 4.552, 0.011,1m012,cpt
MR_2251-178,V,59343.106843, 4.557, 0.011,1m012,cpt
MR_2251-178,V,59343.108530, 4.559, 0.011,1m012,cpt
MR_2251-178,V,59343.108530, 4.559, 0.011,1m012,cpt
MR_2251-178,V,59348.143499, 4.657, 0.010,1m012,cpt
MR_2251-178,V,59348.143499, 4.660, 0.010,1m012,cpt
MR_2251-178,V,59348.145191, 4.639, 0.010,1m012,cpt
MR_2251-178,V,59348.145191, 4.643, 0.010,1m012,cpt
MR_2251-178,V,59352.786515, 4.595, 0.008,1m011,coj
MR_2251-178,V,59352.786515, 4.592, 0.008,1m011,coj
MR_2251-178,V,59352.788214, 4.600, 0.008,1m011,coj
MR_2251-178,V,59352.788214, 4.596, 0.008,1m011,coj
MR_2251-178,V,59356.794627, 4.611, 0.012,1m011,coj
MR_2251-178,V,59356.794627, 4.612, 0.012,1m011,coj
MR_2251-178,V,59356.795624, 4.650, 0.012,1m011,coj
MR_2251-178,V,59356.795624, 4.647, 0.012,1m011,coj
MR_2251-178,V,59357.351697, 4.726, 0.012,1m009,lsc
MR_2251-178,V,59357.351697, 4.723, 0.012,1m009,lsc
MR_2251-178,V,59357.352703, 4.702, 0.012,1m009,lsc
MR_2251-178,V,59357.352703, 4.706, 0.012,1m009,lsc
MR_2251-178,V,59358.416097, 4.603, 0.013,1m004,lsc
MR_2251-178,V,59358.416097, 4.605, 0.013,1m004,lsc
MR_2251-178,V,59358.417102, 4.593, 0.013,1m004,lsc
MR_2251-178,V,59358.417102, 4.590, 0.013,1m004,lsc
MR_2251-178,V,59362.068982, 4.693, 0.027,1m013,cpt
MR_2251-178,V,59362.068982, 4.687, 0.027,1m013,cpt
MR_2251-178,V,59362.069988, 4.643, 0.027,1m013,cpt
MR_2251-178,V,59362.069988, 4.643, 0.027,1m013,cpt
MR_2251-178,V,59365.153219, 4.570, 0.202,1m012,cpt
MR_2251-178,V,59365.153219, 4.573, 0.203,1m012,cpt
MR_2251-178,V,59365.363821, 4.674, 0.018,1m005,lsc
MR_2251-178,V,59365.363821, 4.668, 0.018,1m005,lsc
MR_2251-178,V,59365.364820, 4.711, 0.018,1m005,lsc
MR_2251-178,V,59365.364820, 4.713, 0.018,1m005,lsc
MR_2251-178,V,59369.348241, 4.647, 0.013,1m005,lsc
MR_2251-178,V,59369.348241, 4.646, 0.013,1m005,lsc
MR_2251-178,V,59369.349243, 4.675, 0.013,1m005,lsc
MR_2251-178,V,59369.349243, 4.670, 0.013,1m005,lsc
MR_2251-178,V,59370.401990, 4.662, 0.012,1m009,lsc
MR_2251-178,V,59370.401990, 4.669, 0.012,1m009,lsc
MR_2251-178,V,59370.402990, 4.666, 0.012,1m009,lsc
MR_2251-178,V,59370.402990, 4.665, 0.012,1m009,lsc
MR_2251-178,V,59371.415820, 4.568, 0.013,1m004,lsc
MR_2251-178,V,59371.415820, 4.566, 0.013,1m004,lsc
MR_2251-178,V,59371.416829, 4.577, 0.013,1m004,lsc
MR_2251-178,V,59371.416829, 4.576, 0.013,1m004,lsc
MR_2251-178,V,59372.294653, 4.624, 0.012,1m009,lsc
MR_2251-178,V,59372.294653, 4.609, 0.012,1m009,lsc
MR_2251-178,V,59372.295650, 4.600, 0.012,1m009,lsc
MR_2251-178,V,59372.295650, 4.606, 0.012,1m009,lsc
MR_2251-178,V,59373.430078, 4.501, 0.017,1m008,elp
MR_2251-178,V,59373.430078, 4.500, 0.017,1m008,elp
MR_2251-178,V,59373.431098, 4.501, 0.017,1m008,elp
MR_2251-178,V,59373.431098, 4.511, 0.017,1m008,elp
MR_2251-178,V,59374.291075, 4.530, 0.015,1m005,lsc
MR_2251-178,V,59374.291075, 4.533, 0.015,1m005,lsc
MR_2251-178,V,59374.292095, 4.568, 0.017,1m005,lsc
MR_2251-178,V,59374.292095, 4.568, 0.017,1m005,lsc
MR_2251-178,V,59375.423007, 4.621, 0.012,1m009,lsc
MR_2251-178,V,59375.423007, 4.617, 0.011,1m009,lsc
MR_2251-178,V,59375.424004, 4.626, 0.012,1m009,lsc
MR_2251-178,V,59375.424004, 4.617, 0.012,1m009,lsc
MR_2251-178,V,59379.085364, 4.540, 0.020,1m010,cpt
MR_2251-178,V,59379.085364, 4.546, 0.020,1m010,cpt
MR_2251-178,V,59379.086364, 4.589, 0.019,1m010,cpt
MR_2251-178,V,59379.086364, 4.590, 0.019,1m010,cpt
MR_2251-178,V,59380.297924, 4.660, 0.014,1m009,lsc
MR_2251-178,V,59380.297924, 4.667, 0.014,1m009,lsc
MR_2251-178,V,59380.298928, 4.590, 0.013,1m009,lsc
MR_2251-178,V,59380.298928, 4.596, 0.014,1m009,lsc
MR_2251-178,V,59384.259645, 4.648, 0.012,1m005,lsc
MR_2251-178,V,59384.259645, 4.642, 0.012,1m005,lsc
MR_2251-178,V,59384.260649, 4.639, 0.012,1m005,lsc
MR_2251-178,V,59384.260649, 4.643, 0.012,1m005,lsc
MR_2251-178,V,59404.437041, 4.568, 0.015,1m008,elp
MR_2251-178,V,59404.437041, 4.571, 0.015,1m008,elp
MR_2251-178,V,59404.438047, 4.582, 0.015,1m008,elp
MR_2251-178,V,59404.438047, 4.585, 0.015,1m008,elp
MR_2251-178,V,59405.353499, 4.541, 0.013,1m004,lsc
MR_2251-178,V,59405.353499, 4.531, 0.013,1m004,lsc
MR_2251-178,V,59405.354495, 4.553, 0.013,1m004,lsc
MR_2251-178,V,59405.354495, 4.555, 0.013,1m004,lsc
MR_2251-178,V,59406.395131, 4.618, 0.011,1m009,lsc
MR_2251-178,V,59406.395131, 4.616, 0.011,1m009,lsc
MR_2251-178,V,59406.396138, 4.622, 0.012,1m009,lsc
MR_2251-178,V,59406.396138, 4.627, 0.012,1m009,lsc
MR_2251-178,V,59408.422965, 4.596, 0.012,1m009,lsc
MR_2251-178,V,59408.422965, 4.600, 0.012,1m009,lsc
MR_2251-178,V,59408.423961, 4.599, 0.012,1m009,lsc
MR_2251-178,V,59408.423961, 4.592, 0.012,1m009,lsc
MR_2251-178,V,59409.406014, 4.624, 0.011,1m009,lsc
MR_2251-178,V,59409.406014, 4.634, 0.011,1m009,lsc
MR_2251-178,V,59409.407016, 4.676, 0.011,1m009,lsc
MR_2251-178,V,59409.407016, 4.679, 0.011,1m009,lsc
MR_2251-178,V,59410.160769, 4.615, 0.013,1m005,lsc
MR_2251-178,V,59410.160769, 4.612, 0.013,1m005,lsc
MR_2251-178,V,59410.161780, 4.607, 0.013,1m005,lsc
MR_2251-178,V,59410.161780, 4.609, 0.013,1m005,lsc
MR_2251-178,V,59411.417926, 4.621, 0.011,1m009,lsc
MR_2251-178,V,59411.417926, 4.616, 0.011,1m009,lsc
MR_2251-178,V,59411.418930, 4.616, 0.011,1m009,lsc
MR_2251-178,V,59411.418930, 4.626, 0.011,1m009,lsc
MR_2251-178,V,59412.173732, 4.654, 0.012,1m009,lsc
MR_2251-178,V,59412.173732, 4.649, 0.012,1m009,lsc
MR_2251-178,V,59412.174730, 4.658, 0.012,1m009,lsc
MR_2251-178,V,59412.174730, 4.645, 0.012,1m009,lsc
MR_2251-178,V,59413.264150, 4.449, 0.117,1m004,lsc
MR_2251-178,V,59413.264150, 4.444, 0.117,1m004,lsc
MR_2251-178,V,59413.265152, 4.499, 0.074,1m004,lsc
MR_2251-178,V,59413.265152, 4.503, 0.074,1m004,lsc
MR_2251-178,V,59413.959117, 4.615, 0.018,1m012,cpt
MR_2251-178,V,59413.959117, 4.602, 0.018,1m012,cpt
MR_2251-178,V,59413.960113, 4.575, 0.018,1m012,cpt
MR_2251-178,V,59413.960113, 4.578, 0.018,1m012,cpt
MR_2251-178,V,59418.137723, 4.624, 0.032,1m005,lsc
MR_2251-178,V,59418.137723, 4.626, 0.032,1m005,lsc
MR_2251-178,V,59418.138735, 4.667, 0.030,1m005,lsc
MR_2251-178,V,59418.138735, 4.666, 0.030,1m005,lsc
MR_2251-178,V,59419.135159, 4.529, 0.041,1m005,lsc
MR_2251-178,V,59419.135159, 4.545, 0.041,1m005,lsc
MR_2251-178,V,59419.136170, 4.556, 0.039,1m005,lsc
MR_2251-178,V,59419.136170, 4.552, 0.039,1m005,lsc
MR_2251-178,V,59423.207465, 4.692, 0.018,1m009,lsc
MR_2251-178,V,59423.207465, 4.689, 0.018,1m009,lsc
MR_2251-178,V,59423.208475, 4.714, 0.018,1m009,lsc
MR_2251-178,V,59423.208475, 4.712, 0.018,1m009,lsc
MR_2251-178,V,59423.302033, 4.649, 0.020,1m004,lsc
MR_2251-178,V,59423.302033, 4.646, 0.020,1m004,lsc
MR_2251-178,V,59423.303037, 4.625, 0.020,1m004,lsc
MR_2251-178,V,59423.303037, 4.627, 0.020,1m004,lsc
MR_2251-178,V,59424.338627, 4.741, 0.014,1m005,lsc
MR_2251-178,V,59424.338627, 4.737, 0.014,1m005,lsc
MR_2251-178,V,59424.339639, 4.736, 0.014,1m005,lsc
MR_2251-178,V,59424.339639, 4.748, 0.014,1m005,lsc
MR_2251-178,V,59425.380106, 4.780, 0.013,1m005,lsc
MR_2251-178,V,59425.380106, 4.785, 0.013,1m005,lsc
MR_2251-178,V,59425.381110, 4.783, 0.014,1m005,lsc
MR_2251-178,V,59425.381110, 4.781, 0.014,1m005,lsc
MR_2251-178,V,59427.104525, 4.674, 0.028,1m013,cpt
MR_2251-178,V,59427.104525, 4.670, 0.028,1m013,cpt
MR_2251-178,V,59427.105522, 4.722, 0.042,1m013,cpt
MR_2251-178,V,59427.105522, 4.721, 0.042,1m013,cpt
MR_2251-178,V,59428.103624, 5.871, 0.019,1m012,cpt
MR_2251-178,V,59428.103624, 5.857, 0.019,1m012,cpt
MR_2251-178,V,59428.104639, 7.351, 0.024,1m012,cpt
MR_2251-178,V,59428.104639, 7.278, 0.024,1m012,cpt
MR_2251-178,V,59430.081595, 4.811, 0.013,1m001,tfn
MR_2251-178,V,59430.081595, 4.814, 0.013,1m001,tfn
MR_2251-178,V,59430.082606, 4.802, 0.013,1m001,tfn
MR_2251-178,V,59430.082606, 4.798, 0.013,1m001,tfn
MR_2251-178,V,59431.120012, 4.762, 0.015,1m010,cpt
MR_2251-178,V,59431.120012, 4.777, 0.015,1m010,cpt
MR_2251-178,V,59431.121020, 4.760, 0.015,1m010,cpt
MR_2251-178,V,59431.121020, 4.758, 0.015,1m010,cpt
MR_2251-178,V,59432.099582, 4.797, 0.017,1m013,cpt
MR_2251-178,V,59432.099582, 4.805, 0.017,1m013,cpt
MR_2251-178,V,59432.100578, 4.759, 0.017,1m013,cpt
MR_2251-178,V,59432.100578, 4.750, 0.016,1m013,cpt
MR_2251-178,V,59433.061813, 4.745, 0.015,1m010,cpt
MR_2251-178,V,59433.061813, 4.743, 0.015,1m010,cpt
MR_2251-178,V,59433.062802, 4.759, 0.015,1m010,cpt
MR_2251-178,V,59433.062802, 4.764, 0.015,1m010,cpt
MR_2251-178,V,59433.347440, 4.842, 0.011,1m009,lsc
MR_2251-178,V,59433.347440, 4.849, 0.011,1m009,lsc
MR_2251-178,V,59433.348438, 4.808, 0.011,1m009,lsc
MR_2251-178,V,59433.348438, 4.811, 0.011,1m009,lsc
MR_2251-178,V,59435.277430, 4.869, 0.011,1m009,lsc
MR_2251-178,V,59435.277430, 4.855, 0.011,1m009,lsc
MR_2251-178,V,59435.278487, 4.847, 0.011,1m009,lsc
MR_2251-178,V,59435.278487, 4.847, 0.011,1m009,lsc
MR_2251-178,V,59435.311992, 4.785, 0.013,1m004,lsc
MR_2251-178,V,59435.311992, 4.784, 0.013,1m004,lsc
MR_2251-178,V,59435.312994, 4.819, 0.013,1m004,lsc
MR_2251-178,V,59435.312994, 4.817, 0.013,1m004,lsc
MR_2251-178,V,59436.277215, 4.847, 0.012,1m005,lsc
MR_2251-178,V,59436.277215, 4.846, 0.012,1m005,lsc
MR_2251-178,V,59436.278209, 4.848, 0.012,1m005,lsc
MR_2251-178,V,59436.278209, 4.848, 0.012,1m005,lsc
MR_2251-178,V,59437.355450, 4.839, 0.012,1m005,lsc
MR_2251-178,V,59437.355450, 4.835, 0.012,1m005,lsc
MR_2251-178,V,59437.356441, 4.808, 0.012,1m005,lsc
MR_2251-178,V,59437.356441, 4.812, 0.012,1m005,lsc
MR_2251-178,V,59439.473039, 5.134, 0.049,1m003,coj
MR_2251-178,V,59439.473039, 5.117, 0.049,1m003,coj
MR_2251-178,V,59439.474048, 4.928, 0.031,1m003,coj
MR_2251-178,V,59439.474048, 4.924, 0.031,1m003,coj
MR_2251-178,V,59440.149009, 4.857, 0.012,1m009,lsc
MR_2251-178,V,59440.149009, 4.857, 0.012,1m009,lsc
MR_2251-178,V,59440.150007, 4.852, 0.012,1m009,lsc
MR_2251-178,V,59440.150007, 4.844, 0.012,1m009,lsc
MR_2251-178,V,59442.460177, 4.725, 0.017,1m011,coj
MR_2251-178,V,59442.460177, 4.726, 0.017,1m011,coj
MR_2251-178,V,59442.461186, 4.731, 0.016,1m011,coj
MR_2251-178,V,59442.461186, 4.737, 0.016,1m011,coj
MR_2251-178,V,59442.815119, 4.581, 0.044,1m010,cpt
MR_2251-178,V,59442.815119, 4.586, 0.044,1m010,cpt
MR_2251-178,V,59442.816128, 4.654, 0.047,1m010,cpt
MR_2251-178,V,59442.816128, 4.650, 0.047,1m010,cpt
MR_2251-178,V,59444.072006, 4.747, 0.019,1m004,lsc
MR_2251-178,V,59444.072006, 4.741, 0.019,1m004,lsc
MR_2251-178,V,59444.073014, 4.720, 0.019,1m004,lsc
MR_2251-178,V,59444.073014, 4.726, 0.019,1m004,lsc
MR_2251-178,V,59445.451988, 4.623, 0.024,1m011,coj
MR_2251-178,V,59445.451988, 4.635, 0.024,1m011,coj
MR_2251-178,V,59445.453009, 4.631, 0.024,1m011,coj
MR_2251-178,V,59445.453009, 4.624, 0.024,1m011,coj
MR_2251-178,V,59447.175940, 4.727, 0.028,1m009,lsc
MR_2251-178,V,59447.175940, 4.728, 0.028,1m009,lsc
MR_2251-178,V,59447.176937, 4.666, 0.027,1m009,lsc
MR_2251-178,V,59447.176937, 4.669, 0.028,1m009,lsc
MR_2251-178,V,59451.603533, 4.669, 0.021,1m011,coj
MR_2251-178,V,59451.603533, 4.672, 0.021,1m011,coj
MR_2251-178,V,59451.604532, 4.631, 0.021,1m011,coj
MR_2251-178,V,59451.604532, 4.629, 0.021,1m011,coj
MR_2251-178,V,59452.226948, 4.786, 0.016,1m005,lsc
MR_2251-178,V,59452.226948, 4.776, 0.015,1m005,lsc
MR_2251-178,V,59452.227956, 4.804, 0.016,1m005,lsc
MR_2251-178,V,59452.227956, 4.798, 0.016,1m005,lsc
MR_2251-178,V,59453.352851, 4.763, 0.015,1m005,lsc
MR_2251-178,V,59453.352851, 4.759, 0.015,1m005,lsc
MR_2251-178,V,59453.353859, 4.758, 0.015,1m005,lsc
MR_2251-178,V,59453.353859, 4.751, 0.015,1m005,lsc
MR_2251-178,V,59454.350228, 4.770, 0.013,1m009,lsc
MR_2251-178,V,59454.350228, 4.753, 0.013,1m009,lsc
MR_2251-178,V,59454.351237, 4.754, 0.013,1m009,lsc
MR_2251-178,V,59454.351237, 4.759, 0.013,1m009,lsc
MR_2251-178,V,59455.374638, 4.783, 0.014,1m005,lsc
MR_2251-178,V,59455.374638, 4.783, 0.014,1m005,lsc
MR_2251-178,V,59455.375635, 4.734, 0.014,1m005,lsc
MR_2251-178,V,59455.375635, 4.736, 0.014,1m005,lsc
MR_2251-178,V,59456.276111, 4.773, 0.012,1m009,lsc
MR_2251-178,V,59456.276111, 4.773, 0.012,1m009,lsc
MR_2251-178,V,59456.277107, 4.790, 0.012,1m009,lsc
MR_2251-178,V,59456.277107, 4.792, 0.012,1m009,lsc
MR_2251-178,V,59457.756171, 4.648, 0.014,1m003,coj
MR_2251-178,V,59457.756171, 4.647, 0.014,1m003,coj
MR_2251-178,V,59457.757180, 4.641, 0.014,1m003,coj
MR_2251-178,V,59457.757180, 4.642, 0.014,1m003,coj
MR_2251-178,V,59458.640873, 4.656, 0.013,1m003,coj
MR_2251-178,V,59458.640873, 4.655, 0.013,1m003,coj
MR_2251-178,V,59458.641871, 4.654, 0.012,1m003,coj
MR_2251-178,V,59458.641871, 4.654, 0.012,1m003,coj
MR_2251-178,V,59459.753867, 4.620, 0.015,1m011,coj
MR_2251-178,V,59459.753867, 4.620, 0.015,1m011,coj
MR_2251-178,V,59459.754864, 4.601, 0.015,1m011,coj
MR_2251-178,V,59459.754864, 4.599, 0.015,1m011,coj
MR_2251-178,V,59459.975690, 4.705, 0.016,1m013,cpt
MR_2251-178,V,59459.975690, 4.715, 0.016,1m013,cpt
MR_2251-178,V,59459.976687, 4.719, 0.016,1m013,cpt
MR_2251-178,V,59459.976687, 4.715, 0.016,1m013,cpt
MR_2251-178,V,59461.020549, 4.690, 0.012,1m009,lsc
MR_2251-178,V,59461.020549, 4.691, 0.012,1m009,lsc
MR_2251-178,V,59461.021546, 4.723, 0.012,1m009,lsc
MR_2251-178,V,59461.021546, 4.726, 0.012,1m009,lsc
MR_2251-178,V,59462.019629, 4.706, 0.016,1m013,cpt
MR_2251-178,V,59462.019629, 4.706, 0.016,1m013,cpt
MR_2251-178,V,59462.020626, 4.708, 0.017,1m013,cpt
MR_2251-178,V,59462.020626, 4.702, 0.017,1m013,cpt
MR_2251-178,V,59462.690627, 4.673, 0.015,1m011,coj
MR_2251-178,V,59462.690627, 4.672, 0.015,1m011,coj
MR_2251-178,V,59463.101771, 4.767, 0.012,1m009,lsc
MR_2251-178,V,59463.101771, 4.767, 0.012,1m009,lsc
MR_2251-178,V,59463.102768, 4.736, 0.012,1m009,lsc
MR_2251-178,V,59463.102768, 4.725, 0.012,1m009,lsc
MR_2251-178,V,59464.127980, 4.755, 0.017,1m001,tfn
MR_2251-178,V,59464.127980, 4.750, 0.017,1m001,tfn
MR_2251-178,V,59464.128988, 4.824, 0.017,1m001,tfn
MR_2251-178,V,59464.128988, 4.833, 0.017,1m001,tfn
MR_2251-178,V,59465.140343, 4.713, 0.016,1m004,lsc
MR_2251-178,V,59465.140343, 4.714, 0.016,1m004,lsc
MR_2251-178,V,59465.141352, 4.679, 0.015,1m004,lsc
MR_2251-178,V,59465.141352, 4.684, 0.015,1m004,lsc
MR_2251-178,V,59465.981938, 4.709, 0.016,1m010,cpt
MR_2251-178,V,59465.981938, 4.717, 0.016,1m010,cpt
MR_2251-178,V,59465.982947, 4.693, 0.015,1m010,cpt
MR_2251-178,V,59465.982947, 4.691, 0.015,1m010,cpt
MR_2251-178,V,59467.266428, 4.836, 0.012,1m009,lsc
MR_2251-178,V,59467.266428, 4.839, 0.012,1m009,lsc
MR_2251-178,V,59467.267437, 4.813, 0.012,1m009,lsc
MR_2251-178,V,59467.267437, 4.810, 0.012,1m009,lsc
MR_2251-178,V,59468.285459, 4.845, 0.019,1m004,lsc
MR_2251-178,V,59468.285459, 4.849, 0.019,1m004,lsc
MR_2251-178,V,59468.286467, 4.759, 0.019,1m004,lsc
MR_2251-178,V,59468.286467, 4.769, 0.019,1m004,lsc
MR_2251-178,V,59469.117522, 4.875, 0.017,1m001,tfn
MR_2251-178,V,59469.117522, 4.865, 0.017,1m001,tfn
MR_2251-178,V,59469.118519, 4.829, 0.017,1m001,tfn
MR_2251-178,V,59469.118519, 4.827, 0.017,1m001,tfn
MR_2251-178,V,59470.391853, 4.707, 0.015,1m011,coj
MR_2251-178,V,59470.391853, 4.702, 0.015,1m011,coj
MR_2251-178,V,59470.392861, 4.687, 0.015,1m011,coj
MR_2251-178,V,59470.392861, 4.689, 0.015,1m011,coj
MR_2251-178,V,59471.380944, 4.749, 0.017,1m011,coj
MR_2251-178,V,59471.380944, 4.761, 0.017,1m011,coj
MR_2251-178,V,59471.381942, 4.809, 0.017,1m011,coj
MR_2251-178,V,59471.381942, 4.809, 0.017,1m011,coj
MR_2251-178,V,59472.044295, 4.854, 0.015,1m005,lsc
MR_2251-178,V,59472.044295, 4.851, 0.015,1m005,lsc
MR_2251-178,V,59472.045303, 4.857, 0.015,1m005,lsc
MR_2251-178,V,59472.045303, 4.859, 0.015,1m005,lsc
MR_2251-178,V,59472.596528, 4.800, 0.013,1m003,coj
MR_2251-178,V,59472.596528, 4.788, 0.013,1m003,coj
MR_2251-178,V,59472.597536, 4.788, 0.013,1m003,coj
MR_2251-178,V,59472.597536, 4.785, 0.013,1m003,coj
MR_2251-178,V,59474.267699, 4.796, 0.026,1m006,elp
MR_2251-178,V,59474.267699, 4.793, 0.026,1m006,elp
MR_2251-178,V,59474.268709, 4.840, 0.026,1m006,elp
MR_2251-178,V,59474.268709, 4.841, 0.026,1m006,elp
MR_2251-178,V,59475.013276, 4.820, 0.022,1m001,tfn
MR_2251-178,V,59475.013276, 4.827, 0.022,1m001,tfn
MR_2251-178,V,59475.014284, 4.816, 0.022,1m001,tfn
MR_2251-178,V,59475.014284, 4.808, 0.022,1m001,tfn
